TIME_PERIOD,REF_AREA,MEASURE,COUNTRY,MEASURE_CAT,UNIT,SEX,OBS_VALUE
1/1/2008,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Female,103.8666667
1/1/2008,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Male,103.8666667
1/1/2008,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Total,103.8666667
1/1/2009,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Total,3162
1/1/2009,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Male,3162
1/1/2009,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Female,3162
1/1/2009,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Total,3205
1/1/2009,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Male,3205
1/1/2009,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Female,3205
1/1/2009,CHN,Calories supply,China,CLS,Kilocalories per person per day,Total,2994
1/1/2009,CHN,Calories supply,China,CLS,Kilocalories per person per day,Male,2994
1/1/2009,CHN,Calories supply,China,CLS,Kilocalories per person per day,Female,2994
1/1/2009,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Total,3058
1/1/2009,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Male,3058
1/1/2009,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Female,3058
1/1/2009,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Total,3233
1/1/2009,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Male,3233
1/1/2009,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Female,3233
1/1/2009,IND,Calories supply,India,CLS,Kilocalories per person per day,Total,2415
1/1/2009,IND,Calories supply,India,CLS,Kilocalories per person per day,Male,2415
1/1/2009,IND,Calories supply,India,CLS,Kilocalories per person per day,Female,2415
1/1/2009,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Total,2603
1/1/2009,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Male,2603
1/1/2009,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Female,2603
1/1/2009,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Total,2675
1/1/2009,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Male,2675
1/1/2009,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Female,2675
1/1/2009,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Total,3213
1/1/2009,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Male,3213
1/1/2009,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Female,3213
1/1/2009,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Total,2606
1/1/2009,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Male,2606
1/1/2009,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Female,2606
1/1/2009,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Total,3379
1/1/2009,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Male,3379
1/1/2009,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Female,3379
1/1/2009,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Total,2936
1/1/2009,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Male,2936
1/1/2009,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Female,2936
1/1/2009,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Total,3126
1/1/2009,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Male,3126
1/1/2009,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Female,3126
1/1/2009,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Total,3412
1/1/2009,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Male,3412
1/1/2009,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Female,3412
1/1/2009,USA,Calories supply,United States,CLS,Kilocalories per person per day,Total,3645
1/1/2009,USA,Calories supply,United States,CLS,Kilocalories per person per day,Male,3645
1/1/2009,USA,Calories supply,United States,CLS,Kilocalories per person per day,Female,3645
1/1/2009,WLD,Calories supply,World,CLS,Kilocalories per person per day,Female,3044.133333
1/1/2009,WLD,Calories supply,World,CLS,Kilocalories per person per day,Male,3044.133333
1/1/2009,WLD,Calories supply,World,CLS,Kilocalories per person per day,Total,3044.133333
1/1/2009,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Total,103.9
1/1/2009,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Male,103.9
1/1/2009,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Female,103.9
1/1/2009,AUS,Fat supply,Australia,FTS,Grammes per person per day,Total,143.6
1/1/2009,AUS,Fat supply,Australia,FTS,Grammes per person per day,Male,143.6
1/1/2009,AUS,Fat supply,Australia,FTS,Grammes per person per day,Female,143.6
1/1/2009,CHN,Fat supply,China,FTS,Grammes per person per day,Total,91.1
1/1/2009,CHN,Fat supply,China,FTS,Grammes per person per day,Male,91.1
1/1/2009,CHN,Fat supply,China,FTS,Grammes per person per day,Female,91.1
1/1/2009,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Total,113.2
1/1/2009,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Male,113.2
1/1/2009,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Female,113.2
1/1/2009,FIN,Fat supply,Finland,FTS,Grammes per person per day,Total,131.1
1/1/2009,FIN,Fat supply,Finland,FTS,Grammes per person per day,Male,131.1
1/1/2009,FIN,Fat supply,Finland,FTS,Grammes per person per day,Female,131.1
1/1/2009,IND,Fat supply,India,FTS,Grammes per person per day,Total,52.1
1/1/2009,IND,Fat supply,India,FTS,Grammes per person per day,Male,52.1
1/1/2009,IND,Fat supply,India,FTS,Grammes per person per day,Female,52.1
1/1/2009,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Total,52.5
1/1/2009,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Male,52.5
1/1/2009,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Female,52.5
1/1/2009,JPN,Fat supply,Japan,FTS,Grammes per person per day,Total,85.5
1/1/2009,JPN,Fat supply,Japan,FTS,Grammes per person per day,Male,85.5
1/1/2009,JPN,Fat supply,Japan,FTS,Grammes per person per day,Female,85.5
1/1/2009,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Total,127
1/1/2009,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Male,127
1/1/2009,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Female,127
1/1/2009,PER,Fat supply,Peru,FTS,Grammes per person per day,Total,51.2
1/1/2009,PER,Fat supply,Peru,FTS,Grammes per person per day,Male,51.2
1/1/2009,PER,Fat supply,Peru,FTS,Grammes per person per day,Female,51.2
1/1/2009,ROU,Fat supply,Romania,FTS,Grammes per person per day,Total,107.1
1/1/2009,ROU,Fat supply,Romania,FTS,Grammes per person per day,Male,107.1
1/1/2009,ROU,Fat supply,Romania,FTS,Grammes per person per day,Female,107.1
1/1/2009,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Total,87
1/1/2009,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Male,87
1/1/2009,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Female,87
1/1/2009,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Total,127.3
1/1/2009,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Male,127.3
1/1/2009,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Female,127.3
1/1/2009,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Total,139.7
1/1/2009,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Male,139.7
1/1/2009,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Female,139.7
1/1/2009,USA,Fat supply,United States,FTS,Grammes per person per day,Total,159.3
1/1/2009,USA,Fat supply,United States,FTS,Grammes per person per day,Male,159.3
1/1/2009,USA,Fat supply,United States,FTS,Grammes per person per day,Female,159.3
1/1/2009,WLD,Fat supply,World,FTS,Grammes per person per day,Female,104.7733333
1/1/2009,WLD,Fat supply,World,FTS,Grammes per person per day,Male,104.7733333
1/1/2009,WLD,Fat supply,World,FTS,Grammes per person per day,Total,104.7733333
1/1/2009,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Total,70.1
1/1/2009,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Male,70.1
1/1/2009,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Female,70.1
1/1/2009,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Total,98.7
1/1/2009,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Male,98.7
1/1/2009,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Female,98.7
1/1/2009,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Total,73.1
1/1/2009,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Male,73.1
1/1/2009,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Female,73.1
1/1/2009,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Total,109.5
1/1/2009,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Male,109.5
1/1/2009,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Female,109.5
1/1/2009,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Total,89.8
1/1/2009,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Male,89.8
1/1/2009,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Female,89.8
1/1/2009,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Total,49.2
1/1/2009,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Male,49.2
1/1/2009,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Female,49.2
1/1/2009,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Total,67.6
1/1/2009,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Male,67.6
1/1/2009,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Female,67.6
1/1/2009,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Total,52.5
1/1/2009,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Male,52.5
1/1/2009,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Female,52.5
1/1/2009,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Total,111.4
1/1/2009,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Male,111.4
1/1/2009,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Female,111.4
1/1/2009,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Total,127.2
1/1/2009,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Male,127.2
1/1/2009,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Female,127.2
1/1/2009,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Total,64.5
1/1/2009,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Male,64.5
1/1/2009,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Female,64.5
1/1/2009,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Total,32.9
1/1/2009,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Male,32.9
1/1/2009,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Female,32.9
1/1/2009,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Total,117.7
1/1/2009,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Male,117.7
1/1/2009,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Female,117.7
1/1/2009,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Total,125.1
1/1/2009,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Male,125.1
1/1/2009,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Female,125.1
1/1/2009,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Total,109.3
1/1/2009,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Male,109.3
1/1/2009,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Female,109.3
1/1/2009,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Female,86.57333333
1/1/2009,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Male,86.57333333
1/1/2009,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Total,86.57333333
1/1/2009,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Total,100.7
1/1/2009,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Male,100.7
1/1/2009,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Female,100.7
1/1/2009,AUS,Protein supply,Australia,PRS,Grammes per person per day,Total,103.3
1/1/2009,AUS,Protein supply,Australia,PRS,Grammes per person per day,Male,103.3
1/1/2009,AUS,Protein supply,Australia,PRS,Grammes per person per day,Female,103.3
1/1/2009,CHN,Protein supply,China,PRS,Grammes per person per day,Total,92.6
1/1/2009,CHN,Protein supply,China,PRS,Grammes per person per day,Male,92.6
1/1/2009,CHN,Protein supply,China,PRS,Grammes per person per day,Female,92.6
1/1/2009,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Total,84.2
1/1/2009,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Male,84.2
1/1/2009,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Female,84.2
1/1/2009,FIN,Protein supply,Finland,PRS,Grammes per person per day,Total,109.9
1/1/2009,FIN,Protein supply,Finland,PRS,Grammes per person per day,Male,109.9
1/1/2009,FIN,Protein supply,Finland,PRS,Grammes per person per day,Female,109.9
1/1/2009,IND,Protein supply,India,PRS,Grammes per person per day,Total,57.7
1/1/2009,IND,Protein supply,India,PRS,Grammes per person per day,Male,57.7
1/1/2009,IND,Protein supply,India,PRS,Grammes per person per day,Female,57.7
1/1/2009,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Total,57.9
1/1/2009,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Male,57.9
1/1/2009,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Female,57.9
1/1/2009,JPN,Protein supply,Japan,PRS,Grammes per person per day,Total,87.1
1/1/2009,JPN,Protein supply,Japan,PRS,Grammes per person per day,Male,87.1
1/1/2009,JPN,Protein supply,Japan,PRS,Grammes per person per day,Female,87.1
1/1/2009,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Total,110.7
1/1/2009,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Male,110.7
1/1/2009,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Female,110.7
1/1/2009,PER,Protein supply,Peru,PRS,Grammes per person per day,Total,76.5
1/1/2009,PER,Protein supply,Peru,PRS,Grammes per person per day,Male,76.5
1/1/2009,PER,Protein supply,Peru,PRS,Grammes per person per day,Female,76.5
1/1/2009,ROU,Protein supply,Romania,PRS,Grammes per person per day,Total,109.1
1/1/2009,ROU,Protein supply,Romania,PRS,Grammes per person per day,Male,109.1
1/1/2009,ROU,Protein supply,Romania,PRS,Grammes per person per day,Female,109.1
1/1/2009,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Total,80.4
1/1/2009,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Male,80.4
1/1/2009,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Female,80.4
1/1/2009,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Total,107.7
1/1/2009,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Male,107.7
1/1/2009,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Female,107.7
1/1/2009,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Total,102.1
1/1/2009,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Male,102.1
1/1/2009,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Female,102.1
1/1/2009,USA,Protein supply,United States,PRS,Grammes per person per day,Total,110.9
1/1/2009,USA,Protein supply,United States,PRS,Grammes per person per day,Male,110.9
1/1/2009,USA,Protein supply,United States,PRS,Grammes per person per day,Female,110.9
1/1/2009,WLD,Protein supply,World,PRS,Grammes per person per day,Female,92.72
1/1/2009,WLD,Protein supply,World,PRS,Grammes per person per day,Male,92.72
1/1/2009,WLD,Protein supply,World,PRS,Grammes per person per day,Total,92.72
1/1/2009,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Female,26.1
1/1/2009,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Male,23.3
1/1/2009,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Total,24.7
1/1/2009,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Female,25.9
1/1/2009,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Male,26.95
1/1/2009,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Total,26.45
1/1/2009,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Female,4.8
1/1/2009,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Male,3.7
1/1/2009,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Total,4.2
1/1/2009,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Female,24.9
1/1/2009,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Male,21.5
1/1/2009,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Total,23.3
1/1/2009,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Female,14
1/1/2009,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Male,16.1
1/1/2009,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Total,14.9
1/1/2009,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Female,3.4
1/1/2009,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Male,1.7
1/1/2009,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Total,2.5
1/1/2009,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Female,6.1
1/1/2009,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Male,2.9
1/1/2009,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Total,4.5
1/1/2009,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Female,3.5
1/1/2009,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Male,4.3
1/1/2009,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Total,3.9
1/1/2009,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Female,12.4
1/1/2009,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Male,11.2
1/1/2009,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Total,11.8
1/1/2009,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Female,20
1/1/2009,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Male,11.7
1/1/2009,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Total,15.9
1/1/2009,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Female,21
1/1/2009,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Male,19.9
1/1/2009,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Total,20.5
1/1/2009,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Female,34
1/1/2009,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Male,10.4
1/1/2009,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Total,22.8
1/1/2009,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Female,10.6
1/1/2009,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Male,11.3
1/1/2009,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Total,10.9
1/1/2009,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Female,23.9
1/1/2009,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Male,22.1
1/1/2009,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Total,23
1/1/2009,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Female,27.3
1/1/2009,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Male,28.3
1/1/2009,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Total,27.8
1/1/2009,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Female,17.19333333
1/1/2009,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Male,14.35666667
1/1/2009,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Total,15.81
1/1/2009,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Total,47.2
1/1/2009,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Male,47.2
1/1/2009,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Female,47.2
1/1/2009,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Total,45.9
1/1/2009,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Male,45.9
1/1/2009,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Female,45.9
1/1/2009,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Total,6.6
1/1/2009,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Male,6.6
1/1/2009,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Female,6.6
1/1/2009,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Total,50.4
1/1/2009,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Male,50.4
1/1/2009,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Female,50.4
1/1/2009,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Total,33.8
1/1/2009,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Male,33.8
1/1/2009,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Female,33.8
1/1/2009,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Total,22.8
1/1/2009,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Male,22.8
1/1/2009,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Female,22.8
1/1/2009,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Total,14.2
1/1/2009,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Male,14.2
1/1/2009,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Female,14.2
1/1/2009,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Total,27.6
1/1/2009,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Male,27.6
1/1/2009,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Female,27.6
1/1/2009,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Total,47.2
1/1/2009,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Male,47.2
1/1/2009,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Female,47.2
1/1/2009,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Total,21.7
1/1/2009,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Male,21.7
1/1/2009,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Female,21.7
1/1/2009,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Total,25.4
1/1/2009,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Male,25.4
1/1/2009,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Female,25.4
1/1/2009,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Total,30.4
1/1/2009,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Male,30.4
1/1/2009,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Female,30.4
1/1/2009,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Total,40.5
1/1/2009,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Male,40.5
1/1/2009,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Female,40.5
1/1/2009,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Total,38.8
1/1/2009,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Male,38.8
1/1/2009,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Female,38.8
1/1/2009,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Total,60.2
1/1/2009,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Male,60.2
1/1/2009,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Female,60.2
1/1/2009,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Female,34.18
1/1/2009,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Male,34.18
1/1/2009,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Total,34.18
1/1/2009,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Total,67.7
1/1/2009,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Male,67.7
1/1/2009,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Female,67.7
1/1/2009,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Total,97
1/1/2009,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Male,97
1/1/2009,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Female,97
1/1/2009,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Total,321.7
1/1/2009,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Male,321.7
1/1/2009,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Female,321.7
1/1/2009,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Total,97.3
1/1/2009,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Male,97.3
1/1/2009,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Female,97.3
1/1/2009,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Total,84.7
1/1/2009,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Male,84.7
1/1/2009,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Female,84.7
1/1/2009,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Total,69.4
1/1/2009,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Male,69.4
1/1/2009,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Female,69.4
1/1/2009,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Total,39.5
1/1/2009,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Male,39.5
1/1/2009,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Female,39.5
1/1/2009,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Total,100.6
1/1/2009,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Male,100.6
1/1/2009,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Female,100.6
1/1/2009,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Total,88.4
1/1/2009,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Male,88.4
1/1/2009,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Female,88.4
1/1/2009,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Total,67.8
1/1/2009,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Male,67.8
